       Energy delta[Wh]   GHI  temp  pressure  humidity  wind_speed  rain_1h  snow_1h  clouds_all  isSun  sunlightTime  dayLength  SunlightTime/daylength  weather_type  month
4089        -123.494600   1.8   2.8      1025        92         2.0     0.00     0.00          94      1           450        465                    0.97             4     12
4090        -137.317860   0.0   2.8      1025        92         2.0     0.00     0.00          94      1           465        465                    1.00             4     12
4091          57.779926   0.0   2.8      1025        92         2.0     0.00     0.00          94      0             0        465                    0.00             4     12
4092          48.353640   0.0   2.5      1025        94         2.1     0.00     0.00          98      0             0        465                    0.00             4     12
4093          48.353640   0.0   2.5      1025        94         2.1     0.00     0.00          98      0             0        465                    0.00             4     12
4094          48.353640   0.0   2.5      1025        94         2.1     0.00     0.00          98      0             0        465                    0.00             4     12
4095          48.353640   0.0   2.5      1025        94         2.1     0.00     0.00          98      0             0        465                    0.00             4     12
4096          48.986637   0.0   2.0      1026        95         2.2     0.00     0.00          97      0             0        465                    0.00             4     12
4097          48.986637   0.0   2.0      1026        95         2.2     0.00     0.00          97      0             0        465                    0.00             4     12
4098          48.986637   0.0   2.0      1026        95         2.2     0.00     0.00          97      0             0        465                    0.00             4     12
4099          48.986637   0.0   2.0      1026        95         2.2     0.00     0.00          97      0             0        465                    0.00             4     12
4100          50.030888   0.0   2.1      1025        95         2.6     0.00     0.00          96      0             0        465                    0.00             4     12
4101          50.030888   0.0   2.1      1025        95         2.6     0.00     0.00          96      0             0        465                    0.00             4     12
4102          50.030888   0.0   2.1      1025        95         2.6     0.00     0.00          96      0             0        465                    0.00             4     12
4103          50.030888   0.0   2.1      1025        95         2.6     0.00     0.00          96      0             0        465                    0.00             4     12
4104          80.981170   0.0   1.6      1026        95         2.8     0.00     0.00          84      0             0        465                    0.00             3     12
4105          80.981170   0.0   1.6      1026        95         2.8     0.00     0.00          84      0             0        465                    0.00             3     12
4106          80.981170   0.0   1.6      1026        95         2.8     0.00     0.00          84      0             0        465                    0.00             3     12
4107          80.981170   0.0   1.6      1026        95         2.8     0.00     0.00          84      0             0        465                    0.00             3     12
4108         102.269580   0.0   1.3      1026        95         2.6     0.00     0.00          79      0             0        465                    0.00             3     12
4109         102.269580   0.0   1.3      1026        95         2.6     0.00     0.00          79      0             0        465                    0.00             3     12
4110         102.269580   0.0   1.3      1026        95         2.6     0.00     0.00          79      0             0        465                    0.00             3     12
4111         102.269580   0.0   1.3      1026        95         2.6     0.00     0.00          79      0             0        465                    0.00             3     12
4112         220.423080   0.0   0.6      1026        95         2.3     0.00     0.00          43      0             0        465                    0.00             2     12
4113         220.423080   0.0   0.6      1026        95         2.3     0.00     0.00          43      0             0        465                    0.00             2     12
4114         220.423080   0.0   0.6      1026        95         2.3     0.00     0.00          43      0             0        465                    0.00             2     12
4115         220.423080   0.0   0.6      1026        95         2.3     0.00     0.00          43      0             0        465                    0.00             2     12
4116         194.106610   0.0  -0.5      1027        96         2.2     0.00     0.00          31      0             0        465                    0.00             2     12
4117         194.106610   0.0  -0.5      1027        96         2.2     0.00     0.00          31      0             0        465                    0.00             2     12
4118         194.106610   0.0  -0.5      1027        96         2.2     0.00     0.00          31      0             0        465                    0.00             2     12
4119         194.106610   0.0  -0.5      1027        96         2.2     0.00     0.00          31      0             0        465                    0.00             2     12
4120          62.549015   0.0  -0.8      1026        96         2.6     0.00     0.00          19      0             0        465                    0.00             2     12
4121          62.549015   0.0  -0.8      1026        96         2.6     0.00     0.00          19      0             0        465                    0.00             2     12
4122          62.549015   0.0  -0.8      1026        96         2.6     0.00     0.00          19      0             0        465                    0.00             2     12
4123          62.549015   0.0  -0.8      1026        96         2.6     0.00     0.00          19      0             0        465                    0.00             2     12
4124         -22.442522   0.0  -1.2      1026        95         2.4     0.00     0.00           9      0             0        465                    0.00             1     12
4125         -22.442522   0.0  -1.2      1026        95         2.4     0.00     0.00           9      0             0        465                    0.00             1     12
4126         -22.442522   0.0  -1.2      1026        95         2.4     0.00     0.00           9      0             0        465                    0.00             1     12
4127         -22.442522   0.0  -1.2      1026        95         2.4     0.00     0.00           9      0             0        465                    0.00             1     12
4128          90.899540   0.0  -1.2      1026        96         2.4     0.00     0.00          22      0             0        450                    0.00             2     12
4129          90.899540   0.0  -1.2      1026        96         2.4     0.00     0.00          22      0             0        450                    0.00             2     12
4130          90.899540   0.0  -1.2      1026        96         2.4     0.00     0.00          22      0             0        450                    0.00             2     12
4131          90.899540   0.0  -1.2      1026        96         2.4     0.00     0.00          22      0             0        450                    0.00             2     12
4132          70.685740   0.0  -1.5      1026        96         2.3     0.00     0.00          20      0             0        450                    0.00             2     12
4133          70.685740   0.0  -1.5      1026        96         2.3     0.00     0.00          20      0             0        450                    0.00             2     12
4134          70.685740   0.0  -1.5      1026        96         2.3     0.00     0.00          20      0             0        450                    0.00             2     12
4135          70.685740   0.0  -1.5      1026        96         2.3     0.00     0.00          20      0             0        450                    0.00             2     12
4136         128.804230   0.0  -0.9      1026        97         2.3     0.00     0.00          25      0             0        450                    0.00             2     12
4137         128.804230   0.0  -0.9      1026        97         2.3     0.00     0.00          25      0             0        450                    0.00             2     12
4138         128.804230   0.0  -0.9      1026        97         2.3     0.00     0.00          25      0             0        450                    0.00             2     12
4139         128.804230   0.0  -0.9      1026        97         2.3     0.00     0.00          25      0             0        450                    0.00             2     12
4140         157.045800   0.0  -0.8      1026        96         2.4     0.00     0.00          28      0             0        450                    0.00             2     12
4141         157.045800   0.0  -0.8      1026        96         2.4     0.00     0.00          28      0             0        450                    0.00             2     12
4142         157.045800   0.0  -0.8      1026        96         2.4     0.00     0.00          28      0             0        450                    0.00             2     12
4143         157.045800   0.0  -0.8      1026        96         2.4     0.00     0.00          28      0             0        450                    0.00             2     12
4144         216.838850   0.0   0.1      1026        96         2.6     0.00     0.00          41      0             0        450                    0.00             2     12
4145         216.838850   0.0   0.1      1026        96         2.6     0.00     0.00          41      0             0        450                    0.00             2     12
4146         216.838850   0.0   0.1      1026        96         2.6     0.00     0.00          41      0             0        450                    0.00             2     12
4147         216.838850   0.0   0.1      1026        96         2.6     0.00     0.00          41      0             0        450                    0.00             2     12
4148         195.993180   0.0   0.4      1026        96         2.6     0.00     0.00          66      0             0        450                    0.00             3     12
4149         195.993180   0.0   0.4      1026        96         2.6     0.00     0.00          66      0             0        450                    0.00             3     12
4150         195.993180   0.0   0.4      1026        96         2.6     0.00     0.00          66      0             0        450                    0.00             3     12
4151         195.993180   0.0   0.4      1026        96         2.6     0.00     0.00          66      0             0        450                    0.00             3     12
4152          85.208340   0.0   0.0      1025        96         2.7     0.00     0.00          89      0             0        450                    0.00             4     12
4153          85.208340   0.0   0.0      1025        96         2.7     0.00     0.00          89      0             0        450                    0.00             4     12
4154          85.208340   0.0   0.0      1025        96         2.7     0.00     0.00          89      0             0        450                    0.00             4     12
4155          85.208340   0.0   0.0      1025        96         2.7     0.00     0.00          89      0             0        450                    0.00             4     12
4156          58.494812   0.0   0.3      1026        95         2.8     0.00     0.00          99      0             0        450                    0.00             4     12
4157          61.269215   1.6   0.3      1026        95         2.8     0.00     0.00          99      1            15        450                    0.03             4     12
4158         329.021330   5.8   0.3      1026        95         2.8     0.00     0.00          99      1            30        450                    0.07             4     12
4159         341.292660  11.1   0.3      1026        95         2.8     0.00     0.00          99      1            45        450                    0.10             4     12
4160         577.553900  16.5   0.4      1026        96         2.9     0.00     0.00          99      1            60        450                    0.13             4     12
4161         577.410950  14.6   0.4      1026        96         2.9     0.00     0.00          99      1            75        450                    0.17             4     12
4162         604.285340  12.0   0.4      1026        96         2.9     0.00     0.00          99      1            90        450                    0.20             4     12
4163         393.803280  10.4   0.4      1026        96         2.9     0.00     0.00          99      1           105        450                    0.23             4     12
4164         133.328260   9.3   0.5      1026        91         2.8     0.00     0.00          95      1           120        450                    0.27             4     12
4165         880.260400   6.0   0.5      1026        91         2.8     0.00     0.00          95      1           135        450                    0.30             4     12
4166         657.400150   4.6   0.5      1026        91         2.8     0.00     0.00          95      1           150        450                    0.33             4     12
4167         614.664700   4.8   0.5      1026        91         2.8     0.00     0.00          95      1           165        450                    0.37             4     12
4168         592.608700   5.1   0.5      1025        90         3.6     0.00     0.00          81      1           180        450                    0.40             3     12
4169         779.759200   7.8   0.5      1025        90         3.6     0.00     0.00          81      1           195        450                    0.43             3     12
4170         823.476600   9.8   0.5      1025        90         3.6     0.00     0.00          81      1           210        450                    0.47             3     12
4171         820.616400  10.0   0.5      1025        90         3.6     0.00     0.00          81      1           225        450                    0.50             3     12
4172         782.329800  10.2   0.8      1025        88         3.4     0.00     0.00          64      1           240        450                    0.53             3     12
4173         796.643700  12.2   0.8      1025        88         3.4     0.00     0.00          64      1           255        450                    0.57             3     12
4174        1683.070700  18.9   0.8      1025        88         3.4     0.00     0.00          64      1           270        450                    0.60             3     12
4175        1861.676500  23.0   0.8      1025        88         3.4     0.00     0.00          64      1           285        450                    0.63             3     12
4176        1600.541100  23.6   1.5      1025        88         3.2     0.00     0.00          51      1           300        450                    0.67             3     12
4177        1422.999300  21.5   1.5      1025        88         3.2     0.00     0.00          51      1           315        450                    0.70             3     12
4178        1426.867200  13.3   1.5      1025        88         3.2     0.00     0.00          51      1           330        450                    0.73             3     12
4179        1218.101100  14.0   1.5      1025        88         3.2     0.00     0.00          51      1           345        450                    0.77             3     12
4180         453.691470  13.2   1.4      1025        89         2.8     0.00     0.00          56      1           360        450                    0.80             3     12
4181         416.051450  12.4   1.4      1025        89         2.8     0.00     0.00          56      1           375        450                    0.83             3     12
4182        -113.266426  10.2   1.4      1025        89         2.8     0.00     0.00          56      1           390        450                    0.87             3     12
4183         -99.987076   7.7   1.4      1025        89         2.8     0.00     0.00          56      1           405        450                    0.90             3     12
4184         -92.776590   5.6   0.8      1025        91         2.4     0.00     0.00          60      1           420        450                    0.93             3     12
4185         -97.319790   1.9   0.8      1025        91         2.4     0.00     0.00          60      1           435        450                    0.97             3     12
4186        -107.505520   0.0   0.8      1025        91         2.4     0.00     0.00          60      1           450        450                    1.00             3     12
4187         220.354280   0.0   0.8      1025        91         2.4     0.00     0.00          60      0             0        450                    0.00             3     12
4188         225.668780   0.0   0.8      1025        92         1.9     0.00     0.00          53      0             0        450                    0.00             3     12
4189         225.668780   0.0   0.8      1025        92         1.9     0.00     0.00          53      0             0        450                    0.00             3     12
4190         225.668780   0.0   0.8      1025        92         1.9     0.00     0.00          53      0             0        450                    0.00             3     12
4191         225.668780   0.0   0.8      1025        92         1.9     0.00     0.00          53      0             0        450                    0.00             3     12
4192         213.192140   0.0   0.6      1025        93         2.0     0.00     0.00          62      0             0        450                    0.00             3     12
4193         213.192140   0.0   0.6      1025        93         2.0     0.00     0.00          62      0             0        450                    0.00             3     12
4194         213.192140   0.0   0.6      1025        93         2.0     0.00     0.00          62      0             0        450                    0.00             3     12
4195         213.192140   0.0   0.6      1025        93         2.0     0.00     0.00          62      0             0        450                    0.00             3     12
4196         213.256160   0.0   0.5      1025        93         2.0     0.00     0.00          62      0             0        450                    0.00             3     12
4197         213.256160   0.0   0.5      1025        93         2.0     0.00     0.00          62      0             0        450                    0.00             3     12
4198         213.256160   0.0   0.5      1025        93         2.0     0.00     0.00          62      0             0        450                    0.00             3     12
4199         213.256160   0.0   0.5      1025        93         2.0     0.00     0.00          62      0             0        450                    0.00             3     12
4200         226.724950   0.0   0.5      1025        93         2.0     0.00     0.00          46      0             0        450                    0.00             2     12
4201         226.724950   0.0   0.5      1025        93         2.0     0.00     0.00          46      0             0        450                    0.00             2     12
4202         226.724950   0.0   0.5      1025        93         2.0     0.00     0.00          46      0             0        450                    0.00             2     12
4203         226.724950   0.0   0.5      1025        93         2.0     0.00     0.00          46      0             0        450                    0.00             2     12
4204         210.745910   0.0   0.5      1025        92         1.9     0.00     0.00          34      0             0        450                    0.00             2     12
4205         210.745910   0.0   0.5      1025        92         1.9     0.00     0.00          34      0             0        450                    0.00             2     12
4206         210.745910   0.0   0.5      1025        92         1.9     0.00     0.00          34      0             0        450                    0.00             2     12
4207         210.745910   0.0   0.5      1025        92         1.9     0.00     0.00          34      0             0        450                    0.00             2     12
4208         217.281160   0.0   0.5      1025        92         1.8     0.00     0.00          36      0             0        450                    0.00             2     12
4209         217.281160   0.0   0.5      1025        92         1.8     0.00     0.00          36      0             0        450                    0.00             2     12
4210         217.281160   0.0   0.5      1025        92         1.8     0.00     0.00          36      0             0        450                    0.00             2     12
4211         217.281160   0.0   0.5      1025        92         1.8     0.00     0.00          36      0             0        450                    0.00             2     12
4212         222.735530   0.0   0.0      1025        92         1.8     0.00     0.00          57      0             0        450                    0.00             3     12
4213         222.735530   0.0   0.0      1025        92         1.8     0.00     0.00          57      0             0        450                    0.00             3     12
4214         222.735530   0.0   0.0      1025        92         1.8     0.00     0.00          57      0             0        450                    0.00             3     12
4215         222.735530   0.0   0.0      1025        92         1.8     0.00     0.00          57      0             0        450                    0.00             3     12
4216          91.847140   0.0  -0.1      1025        92         1.6     0.00     0.00          91      0             0        450                    0.00             4     12
4217          91.847140   0.0  -0.1      1025        92         1.6     0.00     0.00          91      0             0        450                    0.00             4     12
4218          91.847140   0.0  -0.1      1025        92         1.6     0.00     0.00          91      0             0        450                    0.00             4     12
4219          91.847140   0.0  -0.1      1025        92         1.6     0.00     0.00          91      0             0        450                    0.00             4     12
4220         101.430570   0.0  -0.1      1025        92         1.8     0.00     0.00          89      0             0        450                    0.00             4     12
4221         101.430570   0.0  -0.1      1025        92         1.8     0.00     0.00          89      0             0        450                    0.00             4     12
4222         101.430570   0.0  -0.1      1025        92         1.8     0.00     0.00          89      0             0        450                    0.00             4     12
4223         101.430570   0.0  -0.1      1025        92         1.8     0.00     0.00          89      0             0        450                    0.00             4     12
4224          79.978500   0.0   0.0      1025        92         1.8     0.00     0.00          94      0             0        450                    0.00             4     12
4225          79.978500   0.0   0.0      1025        92         1.8     0.00     0.00          94      0             0        450                    0.00             4     12
4226          79.978500   0.0   0.0      1025        92         1.8     0.00     0.00          94      0             0        450                    0.00             4     12
4227          79.978500   0.0   0.0      1025        92         1.8     0.00     0.00          94      0             0        450                    0.00             4     12
4228         103.580930   0.0  -0.0      1026        92         2.0     0.00     0.00          89      0             0        450                    0.00             4     12
4229         103.580930   0.0  -0.0      1026        92         2.0     0.00     0.00          89      0             0        450                    0.00             4     12
4230         103.580930   0.0  -0.0      1026        92         2.0     0.00     0.00          89      0             0        450                    0.00             4     12
4231         103.580930   0.0  -0.0      1026        92         2.0     0.00     0.00          89      0             0        450                    0.00             4     12
4232         157.072650   0.0  -0.2      1026        93         2.1     0.00     0.00          78      0             0        450                    0.00             3     12
4233         157.072650   0.0  -0.2      1026        93         2.1     0.00     0.00          78      0             0        450                    0.00             3     12
4234         157.072650   0.0  -0.2      1026        93         2.1     0.00     0.00          78      0             0        450                    0.00             3     12
4235         157.072650   0.0  -0.2      1026        93         2.1     0.00     0.00          78      0             0        450                    0.00             3     12
4236         192.984020   0.0  -0.2      1026        91         2.1     0.00     0.00          72      0             0        450                    0.00             3     12
4237         192.984020   0.0  -0.2      1026        91         2.1     0.00     0.00          72      0             0        450                    0.00             3     12
4238         192.984020   0.0  -0.2      1026        91         2.1     0.00     0.00          72      0             0        450                    0.00             3     12
4239         192.984020   0.0  -0.2      1026        91         2.1     0.00     0.00          72      0             0        450                    0.00             3     12
4240         142.019350   0.0  -0.2      1026        90         2.3     0.00     0.00          84      0             0        450                    0.00             3     12
4241         142.019350   0.0  -0.2      1026        90         2.3     0.00     0.00          84      0             0        450                    0.00             3     12
4242         142.019350   0.0  -0.2      1026        90         2.3     0.00     0.00          84      0             0        450                    0.00             3     12
4243         142.019350   0.0  -0.2      1026        90         2.3     0.00     0.00          84      0             0        450                    0.00             3     12
4244         125.960464   0.0  -0.4      1026        89         2.4     0.00     0.00          88      0             0        450                    0.00             4     12
4245         125.960464   0.0  -0.4      1026        89         2.4     0.00     0.00          88      0             0        450                    0.00             4     12
4246         125.960464   0.0  -0.4      1026        89         2.4     0.00     0.00          88      0             0        450                    0.00             4     12
4247         125.960464   0.0  -0.4      1026        89         2.4     0.00     0.00          88      0             0        450                    0.00             4     12
4248          87.802630   0.0  -1.0      1026        88         2.3     0.00     0.00          97      0             0        450                    0.00             4     12
4249          87.802630   0.0  -1.0      1026        88         2.3     0.00     0.00          97      0             0        450                    0.00             4     12
4250          87.802630   0.0  -1.0      1026        88         2.3     0.00     0.00          97      0             0        450                    0.00             4     12
4251          87.802630   0.0  -1.0      1026        88         2.3     0.00     0.00          97      0             0        450                    0.00             4     12
4252          85.253815   0.0  -1.0      1027        88         2.3     0.00     0.00          98      0             0        450                    0.00             4     12
4253          89.378930   1.4  -1.0      1027        88         2.3     0.00     0.00          98      1            15        450                    0.03             4     12
4254          88.198870   5.7  -1.0      1027        88         2.3     0.00     0.00          98      1            30        450                    0.07             4     12
4255        -139.782060  10.9  -1.0      1027        88         2.3     0.00     0.00          98      1            45        450                    0.10             4     12
4256          89.734146  16.2  -1.0      1027        88         2.5     0.00     0.00          97      1            60        450                    0.13             4     12
4257         316.819640   8.6  -1.0      1027        88         2.5     0.00     0.00          97      1            75        450                    0.17             4     12
4258         319.709200   3.6  -1.0      1027        88         2.5     0.00     0.00          97      1            90        450                    0.20             4     12
4259         318.459720   4.0  -1.0      1027        88         2.5     0.00     0.00          97      1           105        450                    0.23             4     12
4260         278.642520   4.3  -0.5      1028        89         2.8     0.00     0.00          77      1           120        450                    0.27             3     12
4261         277.981300   4.6  -0.5      1028        89         2.8     0.00     0.00          77      1           135        450                    0.30             3     12
4262         277.771900   4.8  -0.5      1028        89         2.8     0.00     0.00          77      1           150        450                    0.33             3     12
4263         277.862980   5.0  -0.5      1028        89         2.8     0.00     0.00          77      1           165        450                    0.37             3     12
4264         260.303470   5.2  -0.5      1028        85         3.4     0.00     0.00          76      1           180        450                    0.40             3     12
4265         265.080660   5.2  -0.5      1028        85         3.4     0.00     0.00          76      1           195        450                    0.43             3     12
4266         292.986800   5.3  -0.5      1028        85         3.4     0.00     0.00          76      1           210        450                    0.47             3     12
4267         446.180360   6.0  -0.5      1028        85         3.4     0.00     0.00          76      1           225        450                    0.50             3     12
4268         590.780460   6.5  -0.5      1028        82         3.0     0.00     0.00          94      1           240        450                    0.53             4     12
4269         579.035950   7.2  -0.5      1028        82         3.0     0.00     0.00          94      1           255        450                    0.57             4     12
4270         578.183040   8.0  -0.5      1028        82         3.0     0.00     0.00          94      1           270        450                    0.60             4     12
4271         575.096400  10.3  -0.5      1028        82         3.0     0.00     0.00          94      1           285        450                    0.63             4     12
4272         539.341250  11.6  -0.5      1028        80         3.0     0.00     0.00          83      1           300        450                    0.67             3     12
4273         532.061100  12.0  -0.5      1028        80         3.0     0.00     0.00          83      1           315        450                    0.70             3     12
4274         498.976870  11.0  -0.5      1028        80         3.0     0.00     0.00          83      1           330        450                    0.73             3     12
4275          52.089985  10.8  -0.5      1028        80         3.0     0.00     0.00          83      1           345        450                    0.77             3     12
4276        -129.266080   9.9  -0.5      1028        79         2.7     0.00     0.00          95      1           360        450                    0.80             4     12
4277        -137.522490   8.5  -0.5      1028        79         2.7     0.00     0.00          95      1           375        450                    0.83             4     12
4278        -101.920395   7.8  -0.5      1028        79         2.7     0.00     0.00          95      1           390        450                    0.87             4     12
4279         -96.127075   6.8  -0.5      1028        79         2.7     0.00     0.00          95      1           405        450                    0.90             4     12
4280         -96.365036   5.5  -0.5      1028        83         2.2     0.00     0.00          93      1           420        450                    0.93             4     12
4281         -98.389084   1.9  -0.5      1028        83         2.2     0.00     0.00          93      1           435        450                    0.97             4     12
4282        -103.157900   0.0  -0.5      1028        83         2.2     0.00     0.00          93      1           450        450                    1.00             4     12
4283         135.500340   0.0  -0.5      1028        83         2.2     0.00     0.00          93      0             0        450                    0.00             4     12
4284         137.493520   0.0  -0.5      1029        84         2.2     0.00     0.00          92      0             0        450                    0.00             4     12
4285         137.493520   0.0  -0.5      1029        84         2.2     0.00     0.00          92      0             0        450                    0.00             4     12
4286         137.493520   0.0  -0.5      1029        84         2.2     0.00     0.00          92      0             0        450                    0.00             4     12
4287         137.493520   0.0  -0.5      1029        84         2.2     0.00     0.00          92      0             0        450                    0.00             4     12
4288         116.444220   0.0  -0.6      1029        85         2.3     0.00     0.00          95      0             0        450                    0.00             4     12
4289         116.444220   0.0  -0.6      1029        85         2.3     0.00     0.00          95      0             0        450                    0.00             4     12
4290         116.444220   0.0  -0.6      1029        85         2.3     0.00     0.00          95      0             0        450                    0.00             4     12
4291         116.444220   0.0  -0.6      1029        85         2.3     0.00     0.00          95      0             0        450                    0.00             4     12
4292         101.852486   0.0  -0.6      1029        86         2.5     0.00     0.00          97      0             0        450                    0.00             4     12
4293         101.852486   0.0  -0.6      1029        86         2.5     0.00     0.00          97      0             0        450                    0.00             4     12
4294         101.852486   0.0  -0.6      1029        86         2.5     0.00     0.00          97      0             0        450                    0.00             4     12
4295         101.852486   0.0  -0.6      1029        86         2.5     0.00     0.00          97      0             0        450                    0.00             4     12
4296          97.733640   0.0  -1.0      1029        85         2.5     0.00     0.00          99      0             0        450                    0.00             4     12
4297          97.733640   0.0  -1.0      1029        85         2.5     0.00     0.00          99      0             0        450                    0.00             4     12
4298          97.733640   0.0  -1.0      1029        85         2.5     0.00     0.00          99      0             0        450                    0.00             4     12
4299          97.733640   0.0  -1.0      1029        85         2.5     0.00     0.00          99      0             0        450                    0.00             4     12
4300         103.888720   0.0  -1.1      1030        86         2.3     0.00     0.00          97      0             0        450                    0.00             4     12
4301         103.888720   0.0  -1.1      1030        86         2.3     0.00     0.00          97      0             0        450                    0.00             4     12
4302         103.888720   0.0  -1.1      1030        86         2.3     0.00     0.00          97      0             0        450                    0.00             4     12
4303         103.888720   0.0  -1.1      1030        86         2.3     0.00     0.00          97      0             0        450                    0.00             4     12
4304         134.818700   0.0  -1.2      1030        86         2.1     0.00     0.00          91      0             0        450                    0.00             4     12
4305         134.818700   0.0  -1.2      1030        86         2.1     0.00     0.00          91      0             0        450                    0.00             4     12
4306         134.818700   0.0  -1.2      1030        86         2.1     0.00     0.00          91      0             0        450                    0.00             4     12
4307         134.818700   0.0  -1.2      1030        86         2.1     0.00     0.00          91      0             0        450                    0.00             4     12
4308         215.043870   0.0  -1.2      1030        87         2.0     0.00     0.00          70      0             0        450                    0.00             3     12
4309         215.043870   0.0  -1.2      1030        87         2.0     0.00     0.00          70      0             0        450                    0.00             3     12
4310         215.043870   0.0  -1.2      1030        87         2.0     0.00     0.00          70      0             0        450                    0.00             3     12
4311         215.043870   0.0  -1.2      1030        87         2.0     0.00     0.00          70      0             0        450                    0.00             3     12
4312         211.067810   0.0  -1.2      1030        86         2.2     0.00     0.00          73      0             0        450                    0.00             3     12
4313         211.067810   0.0  -1.2      1030        86         2.2     0.00     0.00          73      0             0        450                    0.00             3     12
4314         211.067810   0.0  -1.2      1030        86         2.2     0.00     0.00          73      0             0        450                    0.00             3     12
4315         211.067810   0.0  -1.2      1030        86         2.2     0.00     0.00          73      0             0        450                    0.00             3     12
4316         161.095350   0.0  -1.2      1030        86         2.0     0.00     0.00          86      0             0        450                    0.00             4     12
4317         161.095350   0.0  -1.2      1030        86         2.0     0.00     0.00          86      0             0        450                    0.00             4     12
4318         161.095350   0.0  -1.2      1030        86         2.0     0.00     0.00          86      0             0        450                    0.00             4     12
4319         161.095350   0.0  -1.2      1030        86         2.0     0.00     0.00          86      0             0        450                    0.00             4     12
4320         141.599690   0.0  -1.2      1031        88         1.9     0.00     0.00          88      0             0        450                    0.00             4     12
4321         141.599690   0.0  -1.2      1031        88         1.9     0.00     0.00          88      0             0        450                    0.00             4     12
4322         141.599690   0.0  -1.2      1031        88         1.9     0.00     0.00          88      0             0        450                    0.00             4     12
4323         141.599690   0.0  -1.2      1031        88         1.9     0.00     0.00          88      0             0        450                    0.00             4     12
4324          98.693940   0.0  -1.2      1030        88         2.1     0.00     0.00          96      0             0        450                    0.00             4     12
4325          98.693940   0.0  -1.2      1030        88         2.1     0.00     0.00          96      0             0        450                    0.00             4     12
4326          98.693940   0.0  -1.2      1030        88         2.1     0.00     0.00          96      0             0        450                    0.00             4     12
4327          98.693940   0.0  -1.2      1030        88         2.1     0.00     0.00          96      0             0        450                    0.00             4     12
4328          98.560760   0.0  -1.1      1030        88         2.1     0.00     0.00          96      0             0        450                    0.00             4     12
4329          98.560760   0.0  -1.1      1030        88         2.1     0.00     0.00          96      0             0        450                    0.00             4     12
4330          98.560760   0.0  -1.1      1030        88         2.1     0.00     0.00          96      0             0        450                    0.00             4     12
4331          98.560760   0.0  -1.1      1030        88         2.1     0.00     0.00          96      0             0        450                    0.00             4     12
4332          90.058710   0.0  -2.0      1030        89         1.8     0.00     0.00          97      0             0        450                    0.00             4     12
4333          90.058710   0.0  -2.0      1030        89         1.8     0.00     0.00          97      0             0        450                    0.00             4     12
4334          90.058710   0.0  -2.0      1030        89         1.8     0.00     0.00          97      0             0        450                    0.00             4     12
4335          90.058710   0.0  -2.0      1030        89         1.8     0.00     0.00          97      0             0        450                    0.00             4     12
4336          81.136444   0.0  -1.5      1030        90         1.7     0.00     0.00          98      0             0        450                    0.00             4     12
4337          81.136444   0.0  -1.5      1030        90         1.7     0.00     0.00          98      0             0        450                    0.00             4     12
4338          81.136444   0.0  -1.5      1030        90         1.7     0.00     0.00          98      0             0        450                    0.00             4     12
4339          81.136444   0.0  -1.5      1030        90         1.7     0.00     0.00          98      0             0        450                    0.00             4     12
4340          80.514050   0.0  -1.1      1030        90         1.6     0.00     0.00          98      0             0        450                    0.00             4     12
4341          80.514050   0.0  -1.1      1030        90         1.6     0.00     0.00          98      0             0        450                    0.00             4     12
4342          80.514050   0.0  -1.1      1030        90         1.6     0.00     0.00          98      0             0        450                    0.00             4     12
4343          80.514050   0.0  -1.1      1030        90         1.6     0.00     0.00          98      0             0        450                    0.00             4     12
4344          67.042130   0.0  -1.2      1030        92         1.5     0.00     0.00         100      0             0        450                    0.00             4     12
4345          67.042130   0.0  -1.2      1030        92         1.5     0.00     0.00         100      0             0        450                    0.00             4     12
4346          67.042130   0.0  -1.2      1030        92         1.5     0.00     0.00         100      0             0        450                    0.00             4     12
